date;customer_ID;factura
2012-1;5445520;52.76
2012-1;5445521;49.45
2012-1;5445522;50.46
2012-1;5445523;49.0
2012-1;5445524;52.78
2012-1;5445525;49.0
2012-1;5445526;51.63
2012-1;5445527;49.0
2012-1;5445528;50.75
2012-1;5445529;49.93
2012-1;5445530;49.0
2012-1;5445531;49.64
2012-1;5445532;49.64
2012-1;5445533;49.0
2012-1;5445534;49.0
2012-1;5445535;49.0
2012-1;5445536;49.0
2012-1;5445537;49.0
2012-1;5445538;49.0
2012-1;5445539;51.14
2012-1;5445540;49.0
2012-1;5445541;49.0
2012-1;5445542;49.0
2012-1;5445543;49.0
2012-1;5445544;49.36
2012-1;5445545;49.17
2012-1;5445546;49.0
2012-1;5445547;52.92
2012-1;5445548;52.85
2012-1;5445549;49.0
2012-1;5445551;49.0
2012-1;5445552;49.0
2012-1;5445553;49.0
2012-1;5445554;50.31
2012-1;5445555;52.01
2012-1;5445556;50.23
2012-1;5445557;49.0
2012-1;5445558;49.62
2012-1;5445559;49.0
2012-1;5445560;49.73
2012-1;5445561;49.0
2012-1;5445562;49.0
2012-1;5445564;49.0
2012-1;5445565;49.0
2012-1;5445566;51.31
2012-1;5445567;49.0
2012-1;5445568;49.0
2012-1;5445569;49.0
2012-1;5445570;52.6
2012-1;5445571;49.0
2012-1;5445572;49.0
2012-1;5445573;49.23
2012-1;5445574;52.04
2012-1;5445575;49.0
2012-1;5445576;50.02
2012-1;5445577;49.0
2012-1;5445578;51.34
2012-1;5445579;50.8
2012-1;5445580;50.68
2012-1;5445581;49.0
2012-1;5445582;50.71
2012-1;5445583;49.0
2012-1;5445584;49.0
2012-1;5445585;49.41
2012-1;5445586;49.0
2012-1;5445587;49.75
2012-1;5445588;49.54
2012-1;5445589;50.32
2012-1;5445590;51.88
2012-1;5445591;49.51
2012-1;5445592;50.43
2012-1;5445593;49.0
2012-1;5445594;53.09
2012-1;5445595;49.0
2012-1;5445596;49.78
2012-1;5445597;50.71
2012-1;5445598;49.0
2012-1;5445599;49.82
2012-1;5445600;49.42
2012-1;5445601;49.0
2012-1;5445602;49.0
2012-1;5445603;49.0
2012-1;5445604;50.7
2012-1;5445605;49.0
2012-1;5445606;49.0
2012-1;5445607;49.76
2012-1;5445608;50.25
2012-1;5445609;49.0
2012-1;5445610;49.0
2012-1;5445611;50.0
2012-1;5445612;49.2
2012-1;5445613;49.0
2012-1;5445614;49.0
2012-1;5445615;49.39
2012-1;5445616;49.0
2012-1;5445617;49.0
2012-1;5445618;49.0
2012-1;5445619;49.0
2012-1;5445620;49.0
2012-1;5445621;49.0
2012-1;5445622;49.0
2012-1;5445623;49.0
2012-1;5445624;49.0
2012-1;5445625;49.0
2012-1;5445626;51.75
2012-1;5445627;53.87
2012-1;5445628;49.0
2012-1;5445629;49.17
2012-1;5445630;49.0
2012-1;5445631;49.0
2012-1;5445632;49.0
2012-1;5445633;49.91
2012-1;5445634;49.0
2012-1;5445635;49.0
2012-1;5445636;50.21
2012-1;5445637;49.0
2012-1;5445638;52.32
2012-1;5445639;51.35
2012-1;5445640;52.09
2012-1;5445641;49.12
2012-1;5445642;50.85
2012-1;5445643;51.94
2012-1;5445644;53.86
2012-1;5445645;51.28
2012-1;5445646;50.93
2012-1;5445647;49.0
2012-1;5445648;49.0
2012-1;5445649;52.51
2012-1;5445650;49.0
2012-1;5445651;49.59
2012-1;5445652;49.0
2012-1;5445653;49.0
2012-1;5445655;49.67
2012-1;5445656;49.0
2012-1;5445657;49.61
2012-1;5445658;49.0
2012-1;5445659;49.0
2012-1;5445660;50.98
2012-1;5445662;51.14
2012-1;5445663;50.2
2012-1;5445664;49.58
2012-1;5445665;49.0
2012-1;5445666;49.0
2012-1;5445667;49.0
2012-1;5445669;49.0
2012-1;5445670;49.0
2012-1;5445671;51.44
2012-1;5445673;49.91
2012-1;5445674;49.0
2012-1;5445675;49.0
2012-1;5445676;49.4
2012-1;5445677;50.71
2012-1;5445678;49.0
2012-1;5445679;49.0
2012-1;5445680;51.83
2012-1;5445681;49.0
2012-1;5445682;49.0
2012-1;5445683;49.0
2012-1;5445684;49.0
2012-1;5445685;49.0
2012-1;5445686;49.95
2012-1;5445687;49.0
2012-1;5445688;49.0
2012-1;5445689;49.0
2012-1;5445690;49.0
2012-1;5445691;51.39
2012-1;5445692;51.62
2012-1;5445693;49.0
2012-1;5445694;50.9
2012-1;5445695;49.0
2012-1;5445696;50.8
2012-1;5445697;49.0
2012-1;5445698;49.22
2012-1;5445699;53.81
2012-1;5445700;49.26
2012-1;5445701;49.0
2012-1;5445702;49.0
2012-1;5445703;51.47
2012-1;5445704;49.0
2012-1;5445705;49.0
2012-1;5445706;50.96
2012-1;5445707;49.0
2012-1;5445708;49.0
2012-1;5445709;49.0
2012-1;5445710;49.0
2012-1;5445711;49.0
2012-1;5445712;49.56
2012-1;5445713;49.69
2012-1;5445714;49.62
2012-1;5445715;50.28
2012-1;5445716;50.4
2012-1;5445717;49.0
2012-1;5445718;49.84
2012-1;5445719;50.76
2012-1;5445720;50.64
2012-1;5445721;52.12
2012-1;5445723;49.0
2012-1;5445724;49.0
2012-1;5445725;49.42
2012-1;5445726;49.0
2012-1;5445727;49.0
2012-1;5445728;49.36
2012-1;5445729;49.0
2012-1;5445730;49.0
2012-1;5445731;49.2
2012-1;5445732;50.67
2012-1;5445733;49.0
2012-1;5445734;51.73
2012-1;5445735;49.0
2012-1;5445736;49.0
2012-1;5445737;49.0
2012-1;5445738;52.86
2012-1;5445739;49.0
2012-1;5445740;49.03
2012-1;5445741;49.0
2012-1;5445742;49.0
2012-1;5445743;49.0
2012-1;5445744;50.86
2012-1;5445745;49.0
2012-1;5445746;49.0
2012-1;5445747;51.16
2012-1;5445748;49.19
2012-1;5445749;49.32
2012-1;5445750;50.23
2012-1;5445751;51.63
2012-1;5445752;51.42
2012-1;5445753;49.0
2012-1;5445754;49.0
2012-1;5445755;50.49
2012-1;5445756;49.0
2012-1;5445757;49.0
2012-1;5445758;50.9
2012-1;5445759;49.0
2012-1;5445760;49.0
2012-1;5445761;50.91
2012-1;5445762;49.0
2012-1;5445763;49.48
2012-1;5445764;50.23
2012-1;5445765;51.13
2012-1;5445766;50.24
2012-1;5445767;49.35
2012-1;5445768;50.31
2012-1;5445769;49.39
2012-1;5445770;51.26
2012-1;5445771;49.46
2012-1;5445772;49.83
2012-1;5445773;50.5
2012-1;5445774;49.61
2012-1;5445775;52.17
2012-1;5445776;49.0
2012-1;5445777;52.59
2012-1;5445778;50.96
2012-1;5445779;49.0
2012-1;5445780;49.07
2012-1;5445781;51.51
2012-1;5445783;50.68
2012-1;5445784;52.52
2012-1;5445785;50.57
2012-1;5445786;52.97
2012-1;5445787;49.0
2012-1;5445788;50.55
2012-1;5445789;49.0
2012-1;5445790;52.3
2012-1;5445791;49.14
2012-1;5445792;49.0
2012-1;5445793;49.0
2012-1;5445795;50.03
2012-1;5445796;49.0
2012-1;5445797;49.0
2012-1;5445798;49.0
2012-1;5445799;49.0
2012-1;5445800;49.0
2012-1;5445801;49.0
2012-1;5445802;53.05
2012-1;5445803;50.8
2012-1;5445804;49.0
2012-1;5445805;49.0
2012-1;5445806;49.0
2012-1;5445807;49.48
2012-1;5445808;49.26
2012-1;5445809;49.0
2012-1;5445811;50.44
2012-1;5445812;49.0
2012-1;5445813;49.0
2012-1;5445814;49.0
2012-1;5445815;49.0
2012-1;5445816;50.91
2012-1;5445817;49.74
2012-1;5445818;51.25
2012-1;5445819;49.0
2012-1;5445820;51.68
2012-1;5445821;49.0
2012-1;5445822;49.0
2012-1;5445823;49.0
2012-1;5445824;49.0
2012-1;5445825;49.0
2012-1;5445826;49.0
2012-1;5445827;49.0
2012-1;5445828;50.03
2012-1;5445829;49.57
2012-1;5445830;49.0
2012-1;5445831;50.73
2012-1;5445832;49.04
2012-1;5445833;49.27
2012-1;5445834;51.76
2012-1;5445835;50.82
2012-1;5445836;49.0
2012-1;5445837;49.46
2012-1;5445838;49.0
2012-1;5445839;49.0
2012-1;5445841;50.41
2012-1;5445842;49.0
2012-1;5445843;49.0
2012-1;5445844;49.0
2012-1;5445845;49.95
2012-1;5445846;49.0
2012-1;5445847;50.76
2012-1;5445848;49.0
2012-1;5445849;49.0
2012-1;5445850;49.0
2012-1;5445851;49.0
2012-1;5445852;52.37
2012-1;5445853;49.0
2012-1;5445854;49.0
2012-1;5445855;49.0
2012-1;5445856;49.0
2012-1;5445857;49.0
2012-1;5445858;50.22
2012-1;5445859;51.66
2012-1;5445860;50.67
2012-1;5445861;49.0
2012-1;5445862;50.01
2012-1;5445863;50.54
2012-1;5445864;49.0
2012-1;5445865;49.29
2012-1;5445866;49.0
2012-1;5445867;52.23
2012-1;5445868;49.0
2012-1;5445869;49.0
2012-1;5445870;49.0
2012-1;5445871;49.0
2012-1;5445873;49.0
2012-1;5445874;49.88
2012-1;5445875;49.0
2012-1;5445876;49.46
2012-1;5445877;50.14
2012-1;5445878;49.74
2012-1;5445879;49.0
2012-1;5445880;49.0
2012-1;5445881;51.25
2012-1;5445882;49.0
2012-1;5445883;49.69
2012-1;5445884;49.0
2012-1;5445885;49.21
2012-1;5445886;49.0
2012-1;5445887;49.25
2012-1;5445888;49.23
2012-1;5445889;49.0
2012-1;5445890;51.54
2012-1;5445891;49.0
2012-1;5445892;49.0
2012-1;5445893;50.8
2012-1;5445894;50.8
2012-1;5445895;49.42
2012-1;5445896;49.0
2012-1;5445897;49.0
2012-1;5445898;50.16
2012-1;5445899;52.92
2012-1;5445900;50.08
2012-1;5445901;51.89
2012-1;5445902;49.66
2012-1;5445903;49.0
2012-1;5445904;49.0
2012-1;5445905;49.0
2012-1;5445906;50.25
2012-1;5445907;50.64
2012-1;5445908;49.0
2012-1;5445909;49.0
2012-1;5445910;50.62
2012-1;5445911;51.01
2012-1;5445912;49.0
2012-1;5445913;54.61
2012-1;5445914;50.93
2012-1;5445915;49.0
2012-1;5445916;49.32
2012-1;5445917;49.0
2012-1;5445918;49.0
2012-1;5445919;49.0
2012-1;5445920;49.0
2012-1;5445921;49.0
2012-2;5445322;49.0
2012-2;5445323;49.0
2012-2;5445324;50.07
2012-2;5445325;49.0
2012-2;5445326;49.0
2012-2;5445327;51.01
2012-2;5445328;51.83
2012-2;5445329;49.81
2012-2;5445330;49.0
2012-2;5445331;49.0
2012-2;5445332;49.92
2012-2;5445333;50.68
2012-2;5445335;49.44
2012-2;5445337;52.25
2012-2;5445338;50.86
2012-2;5445339;49.0
2012-2;5445340;49.0
2012-2;5445341;50.09
2012-2;5445342;49.0
2012-2;5445343;49.0
2012-2;5445344;49.0
2012-2;5445345;49.0
2012-2;5445347;51.03
2012-2;5445348;49.0
2012-2;5445349;49.78
2012-2;5445350;49.0
2012-2;5445351;49.0
2012-2;5445352;51.19
2012-2;5445353;51.04
2012-2;5445354;49.0
2012-2;5445355;49.0
2012-2;5445356;50.1
2012-2;5445357;50.5
2012-2;5445358;50.66
2012-2;5445359;49.0
2012-2;5445360;49.0
2012-2;5445361;49.0
2012-2;5445362;49.0
2012-2;5445363;50.84
2012-2;5445364;49.0
2012-2;5445365;49.0
2012-2;5445366;49.0
2012-2;5445367;49.69
2012-2;5445368;49.0
2012-2;5445369;52.24
2012-2;5445370;49.0
2012-2;5445371;49.0
2012-2;5445372;49.0
2012-2;5445373;49.0
2012-2;5445374;49.0
2012-2;5445375;50.5
2012-2;5445376;49.0
2012-2;5445378;50.49
2012-2;5445379;49.0
2012-2;5445380;50.44
2012-2;5445381;49.03
2012-2;5445382;49.0
2012-2;5445383;49.0
2012-2;5445384;49.0
2012-2;5445386;49.0
2012-2;5445387;49.0
2012-2;5445388;49.9
2012-2;5445389;50.01
2012-2;5445390;49.82
2012-2;5445391;49.0
2012-2;5445393;49.6
2012-2;5445394;49.0
2012-2;5445395;49.93
2012-2;5445396;49.36
2012-2;5445397;49.07
2012-2;5445400;49.57
2012-2;5445401;49.0
2012-2;5445402;49.0
2012-2;5445403;49.0
2012-2;5445404;49.0
2012-2;5445405;49.0
2012-2;5445406;49.89
2012-2;5445407;51.02
2012-2;5445408;49.0
2012-2;5445409;50.29
2012-2;5445410;49.0
2012-2;5445411;50.76
2012-2;5445412;49.58
2012-2;5445413;49.0
2012-2;5445415;49.0
2012-2;5445416;49.0
2012-2;5445417;49.0
2012-2;5445418;49.0
2012-2;5445419;51.29
2012-2;5445420;49.7
2012-2;5445421;49.0
2012-2;5445422;49.0
2012-2;5445423;51.01
2012-2;5445424;49.0
2012-2;5445425;49.0
2012-2;5445426;49.0
2012-2;5445427;49.0
2012-2;5445428;49.0
2012-2;5445429;49.0
2012-2;5445430;50.37
2012-2;5445431;49.0
2012-2;5445432;49.54
2012-2;5445435;49.0
2012-2;5445436;52.06
2012-2;5445437;50.04
2012-2;5445438;50.44
2012-2;5445440;50.69
2012-2;5445441;51.51
2012-2;5445442;51.85
2012-2;5445443;49.0
2012-2;5445444;49.0
2012-2;5445446;49.83
2012-2;5445447;49.0
2012-2;5445448;49.0
2012-2;5445449;49.56
2012-2;5445450;49.0
2012-2;5445451;49.38
2012-2;5445452;49.27
2012-2;5445453;49.0
2012-2;5445454;51.76
2012-2;5445455;51.43
2012-2;5445456;49.0
2012-2;5445457;49.0
2012-2;5445458;49.99
2012-2;5445459;49.27
2012-2;5445460;49.0
2012-2;5445461;49.0
2012-2;5445462;49.0
2012-2;5445463;49.0
2012-2;5445464;49.47
2012-2;5445465;50.58
2012-2;5445466;51.76
2012-2;5445467;49.0
2012-2;5445468;49.0
2012-2;5445469;52.81
2012-2;5445470;49.24
2012-2;5445471;49.97
2012-2;5445472;51.89
2012-2;5445473;49.0
2012-2;5445474;49.0
2012-2;5445475;49.0
2012-2;5445476;50.28
2012-2;5445477;52.79
2012-2;5445478;49.0
2012-2;5445479;50.79
2012-2;5445480;49.0
2012-2;5445481;49.0
2012-2;5445482;49.0
2012-2;5445483;50.43
2012-2;5445484;49.0
2012-2;5445485;49.0
2012-2;5445486;49.1
2012-2;5445487;50.97
2012-2;5445488;49.57
2012-2;5445489;49.0
2012-2;5445490;50.97
2012-2;5445491;49.0
2012-2;5445492;49.0
2012-2;5445493;49.0
2012-2;5445494;49.0
2012-2;5445495;50.45
2012-2;5445497;49.0
2012-2;5445498;49.0
2012-2;5445499;49.0
2012-2;5445500;52.53
2012-2;5445501;49.0
2012-2;5445502;49.0
2012-2;5445503;49.19
2012-2;5445504;49.0
2012-2;5445505;49.0
2012-2;5445506;49.0
2012-2;5445507;49.63
2012-2;5445508;50.27
2012-2;5445510;49.98
2012-2;5445511;51.75
2012-2;5445512;50.49
2012-2;5445513;49.0
2012-2;5445514;50.56
2012-2;5445515;50.16
2012-2;5445516;49.79
2012-2;5445517;49.0
2012-2;5445518;49.0
2012-2;5445519;49.45
2012-2;5445520;52.78
2012-2;5445521;49.0
2012-2;5445522;49.0
2012-2;5445523;49.48
2012-2;5445524;49.0
2012-2;5445525;50.02
2012-2;5445526;50.93
2012-2;5445527;49.11
2012-2;5445528;50.57
2012-2;5445530;52.14
2012-2;5445531;51.77
2012-2;5445532;51.56
2012-2;5445533;49.0
2012-2;5445534;49.0
2012-2;5445535;53.69
2012-2;5445536;49.0
2012-2;5445537;49.34
2012-2;5445538;49.52
2012-2;5445539;49.0
2012-2;5445540;49.0
2012-2;5445541;49.52
2012-2;5445542;49.23
2012-2;5445543;49.36
2012-2;5445544;49.0
2012-2;5445545;49.0
2012-2;5445546;49.0
2012-2;5445547;50.57
2012-2;5445548;52.37
2012-2;5445549;50.96
2012-2;5445551;49.0
2012-2;5445552;49.0
2012-2;5445553;51.84
2012-2;5445554;49.0
2012-2;5445555;49.0
2012-2;5445556;49.84
2012-2;5445557;49.53
2012-2;5445558;49.0
2012-2;5445559;51.02
2012-2;5445560;50.18
2012-2;5445561;52.58
2012-2;5445562;49.0
2012-2;5445564;49.0
2012-2;5445565;49.0
2012-2;5445566;51.41
2012-2;5445567;49.0
2012-2;5445568;49.0
2012-2;5445569;49.0
2012-2;5445570;51.92
2012-2;5445571;50.13
2012-2;5445572;49.0
2012-2;5445573;49.0
2012-2;5445574;49.0
2012-2;5445575;49.0
2012-2;5445576;49.0
2012-2;5445577;50.44
2012-2;5445579;49.0
2012-2;5445580;51.12
2012-2;5445581;49.0
2012-2;5445582;51.14
2012-2;5445583;49.0
2012-2;5445584;49.0
2012-2;5445585;49.0
2012-2;5445586;49.69
2012-2;5445587;49.0
2012-2;5445588;49.0
2012-2;5445589;49.0
2012-2;5445590;49.0
2012-2;5445591;49.0
2012-2;5445592;51.53
2012-2;5445593;52.86
2012-2;5445594;49.0
2012-2;5445595;49.15
2012-2;5445596;50.47
2012-2;5445597;49.93
2012-2;5445598;52.35
2012-2;5445599;50.43
2012-2;5445600;49.0
2012-2;5445601;49.0
2012-2;5445603;52.56
2012-2;5445604;49.0
2012-2;5445605;50.01
2012-2;5445606;49.0
2012-2;5445607;51.12
2012-2;5445608;50.43
2012-2;5445609;49.0
2012-2;5445610;49.0
2012-2;5445611;50.52
2012-2;5445612;49.0
2012-2;5445613;49.0
2012-2;5445614;49.0
2012-2;5445615;49.46
2012-2;5445616;49.0
2012-2;5445617;49.0
2012-2;5445618;49.0
2012-2;5445619;49.0
2012-2;5445620;50.68
2012-2;5445621;49.0
2012-2;5445622;50.33
2012-2;5445623;52.19
2012-2;5445624;49.0
2012-2;5445625;50.03
2012-2;5445626;50.2
2012-2;5445627;49.0
2012-2;5445628;50.13
2012-2;5445629;49.0
2012-2;5445630;51.41
2012-2;5445631;49.0
2012-2;5445632;49.07
2012-2;5445634;49.0
2012-2;5445635;51.5
2012-2;5445636;49.0
2012-2;5445637;52.25
2012-2;5445638;49.0
2012-2;5445639;50.66
2012-2;5445640;49.0
2012-2;5445641;49.78
2012-2;5445642;51.39
2012-2;5445643;49.0
2012-2;5445644;49.98
2012-2;5445645;49.0
2012-2;5445646;49.77
2012-2;5445647;49.0
2012-2;5445648;51.16
2012-2;5445649;49.0
2012-2;5445650;49.0
2012-2;5445651;49.0
2012-2;5445652;49.0
2012-2;5445653;49.0
2012-2;5445656;49.0
2012-2;5445657;49.0
2012-2;5445658;49.02
2012-2;5445659;49.0
2012-2;5445660;49.34
2012-2;5445662;50.96
2012-2;5445663;49.7
2012-2;5445664;49.0
2012-2;5445665;49.0
2012-2;5445666;52.04
2012-2;5445667;50.48
2012-2;5445669;49.0
2012-2;5445670;49.33
2012-2;5445671;50.31
2012-2;5445673;49.0
2012-2;5445674;49.66
2012-2;5445675;50.47
2012-2;5445676;52.94
2012-2;5445677;49.0
2012-2;5445678;54.99
2012-2;5445679;49.84
2012-2;5445680;49.69
2012-2;5445681;49.0
2012-2;5445682;50.61
2012-2;5445683;49.0
2012-2;5445684;49.0
2012-2;5445685;50.55
2012-2;5445686;49.0
2012-2;5445687;50.1
2012-2;5445688;49.0
2012-2;5445689;49.0
2012-2;5445690;49.57
2012-2;5445691;50.22
2012-2;5445692;50.3
2012-2;5445693;50.45
2012-2;5445694;49.0
2012-2;5445695;49.0
2012-2;5445696;50.11
2012-2;5445697;49.03
2012-2;5445698;49.0
2012-2;5445699;49.0
2012-2;5445700;51.41
2012-2;5445701;49.0
2012-2;5445702;49.0
2012-2;5445703;49.0
2012-2;5445704;49.0
2012-2;5445706;49.0
2012-2;5445707;51.39
2012-2;5445708;50.61
2012-2;5445709;51.33
2012-2;5445710;49.0
2012-2;5445711;49.0
2012-2;5445712;49.0
2012-2;5445713;52.64
2012-2;5445714;49.08
2012-2;5445715;49.0
2012-2;5445716;51.68
2012-2;5445717;49.55
2012-2;5445718;50.49
2012-2;5445719;49.0
2012-2;5445720;49.49
2012-2;5445721;49.48
2012-2;5445723;49.0
2012-2;5445724;49.7
2012-2;5445725;53.67
2012-2;5445726;49.7
2012-2;5445727;49.0
2012-2;5445728;49.08
2012-2;5445729;49.88
2012-2;5445730;49.58
2012-2;5445731;49.72
2012-2;5445732;49.0
2012-2;5445733;49.0
2012-2;5445734;49.65
2012-2;5445735;50.97
2012-2;5445736;49.0
2012-2;5445737;49.51
2012-2;5445738;49.0
2012-2;5445739;50.5
2012-2;5445740;50.06
2012-2;5445741;53.28
2012-2;5445742;51.32
2012-2;5445743;49.0
2012-2;5445744;49.0
2012-2;5445745;50.73
2012-2;5445747;49.0
2012-2;5445748;52.06
2012-2;5445749;49.0
2012-2;5445750;50.5
2012-2;5445751;49.0
2012-2;5445752;49.0
2012-2;5445753;50.96
2012-2;5445754;50.79
2012-2;5445755;49.48
2012-2;5445756;50.51
2012-2;5445757;49.0
2012-2;5445758;49.74
2012-2;5445759;49.72
2012-2;5445760;49.0
2012-2;5445761;49.0
2012-2;5445763;49.0
2012-2;5445764;49.0
2012-2;5445765;49.0
2012-2;5445766;49.0
2012-2;5445767;49.0
2012-2;5445768;49.0
2012-2;5445769;49.0
2012-2;5445770;49.0
2012-2;5445771;52.45
2012-2;5445772;50.58
2012-2;5445773;51.53
2012-2;5445774;51.87
2012-2;5445775;49.0
2012-2;5445776;51.27
2012-2;5445777;49.0
2012-2;5445778;49.0
2012-2;5445779;49.19
2012-2;5445780;49.0
2012-2;5445781;52.55
2012-2;5445783;49.0
2012-2;5445784;49.0
2012-2;5445785;49.0
2012-2;5445786;49.19
2012-2;5445787;49.0
2012-2;5445788;49.0
2012-2;5445789;49.0
2012-2;5445790;52.21
2012-2;5445791;50.93
2012-2;5445792;49.0
2012-2;5445793;52.29
2012-2;5445795;49.12
2012-2;5445796;49.0
2012-2;5445797;52.73
2012-2;5445798;49.0
2012-2;5445799;49.81
2012-2;5445800;51.6
2012-2;5445801;52.72
2012-2;5445803;49.71
2012-2;5445804;50.94
2012-2;5445805;49.0
2012-2;5445806;51.9
2012-2;5445807;51.18
2012-2;5445808;49.0
2012-2;5445809;50.57
2012-2;5445811;52.28
2012-2;5445812;49.0
2012-2;5445813;49.51
2012-2;5445814;50.46
2012-2;5445815;49.0
2012-2;5445816;50.14
2012-2;5445817;49.0
2012-2;5445820;49.75
2012-2;5445821;49.0
2012-2;5445822;49.0
2012-2;5445823;49.0
2012-2;5445824;50.05
2012-2;5445825;51.69
2012-2;5445826;49.95
2012-2;5445827;51.05
2012-2;5445828;49.0
2012-2;5445829;49.0
2012-2;5445830;49.0
2012-2;5445831;51.59
2012-2;5445832;51.7
2012-2;5445833;51.19
2012-2;5445834;49.0
2012-2;5445835;49.0
2012-2;5445836;49.0
2012-2;5445837;49.0
2012-2;5445838;49.0
2012-2;5445839;50.95
2012-2;5445841;51.38
2012-2;5445842;49.0
2012-2;5445843;53.36
2012-2;5445844;50.26
2012-2;5445845;49.89
2012-2;5445846;49.0
2012-2;5445847;49.0
2012-2;5445848;49.0
2012-2;5445849;49.0
2012-2;5445850;50.74
2012-2;5445851;49.52
2012-2;5445852;52.8
2012-2;5445853;49.0
